type,functional_id,connectivity,comment,reconstruction,nucleus_id,soma_id,axon_id,dendrite_id,functional classifier,neurotransmitter classifier,projection classifier,neuroglancer_link,imaging_modality,date_of_tracing,tracer names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752718025248,576460752669045632,576460752686137505,576460752657865844,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5727346168430592,EM,2024-04-29,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752731176848,576460752750288528,576460752729932372,576460752698446829,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6112480851918848,EM,2024-04-30,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752699997313,576460752638190742,576460752656323813,576460752694493803,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6618887376338944,EM,2024-04-30,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon incomplete, dendrites incomplete",576460752702774197,576460752657916574,576460752637148014,576460752743113237,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5249413700124672,EM,2024-04-26,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2218,9978 output,axon exits the volume caudally,"axon complete, dendrites complete",576460752684182585,576460752695714967,576460752735896961,576460752682521622,slow_motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5973915546419200,EM,2024-07-11,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,665,9978 output,,"axon complete, dendrites complete",576460752690253511,576460752659795955,576460752636410326,576460752669038283,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6039948719292416,EM,2024-05-23,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752625696402,576460752651812520,576460752686077762,576460752707162278,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5896241328160768,EM,2024-05-22,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752705120693,576460752635170628,576460752823803185,576460752678681962,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5840916478689280,EM,2024-05-28,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752705120693,576460752635170628,576460752823803185,576460752678681962,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5840916478689280,EM,2024-05-28,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,axon exits the volume rostrally,"axon complete, dendrites incomplete",576460752643413584,576460752699897853,576460752725947087,576460752634489169,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5252304095674368,EM,2024-05-28,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752654330069,576460752627834459,576460752665818859,576460752704605914,,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5776715710201856,EM,2024-05-29,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,3503,9978 output,axon exits the volume rostrally,"axon complete, dendrites complete",576460752723528109,576460752671272563,576460752709021048,576460752718032416,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6381792618610688,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2939,9978 output,,"axon complete, dendrites complete",576460752741561977,576460752743109397,576460752733855684,576460752669096931,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4922129910857728,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2939,9978 output,,"axon complete, dendrites complete",576460752741561977,576460752743109397,576460752733855684,576460752669096931,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4922129910857728,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2939,9978 output,,"axon complete, dendrites complete",576460752741561977,576460752743109397,576460752733855684,576460752669096931,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4922129910857728,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752659158153,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5773434698072064,EM,2024-03-27,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752698438381,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5150589240475648,EM,2024-03-27,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 input,bilateral,"axon complete, dendrites complete",576460752678870154,576460752684068053,576460752687891210,576460752683828325,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4815117965328384,EM,2024-05-23,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752684068565,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5968604447113216,EM,2024-05-12,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752580795775,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4901086567596032,EM,2024-05-12,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752698438381,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5695350356574208,EM,2024-03-27,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752669044683,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4800913703174144,EM,2024-05-13,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 input,2 axons,"axon complete, dendrites incomplete",576460752686860451,576460752702919903,576460752633978265,576460752746234150,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4864621137625088,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4903,"9978 input, 8365 output",,"axon complete, dendrites complete",576460752663146438,576460752703140021,576460752725176595,576460752783866012,slow_motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5420026749255680,EM,2024-06-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,9978 input,axon exits the volume caudally,,0,0,576460752704947258,0,,,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6031101388652544,EM,2024-06-13,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4834,9978 input,,"axon complete, dendrites complete",576460752707449013,576460752659394610,576460752603138053,576460752762963138,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6673578318626816,EM,2024-06-22,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 input,,"axon complete, dendrites incomplete",576460752672858337,576460752631869519,576460752789682948,576460752725950159,,excitatory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4995495250362368,EM,2024-06-02,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4903,"9978 input, 8365 output",,"axon complete, dendrites complete",576460752663146438,576460752703140021,576460752725176595,576460752783866012,slow_motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5442068907294720,EM,2024-06-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4323,8365 output,,"axon complete, dendrites complete",576460752608135541,576460752629399904,576460752648831824,576460752729544699,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5738460238315520,EM,2024-07-16,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8479,8365 output,,"axon complete, dendrites complete",576460752734252921,576460752707285275,576460752734716242,576460752686861732,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5901039648636928,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5658,8365 output,truncated at the midline,"axon complete, dendrites complete",576460752702421429,576460752640044421,576460752783283969,576460752642132272,motion_onset,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5769164654379008,EM,2024-04-09,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,3862,8365 output,,"axon complete, dendrites complete",576460752671949300,576460752687676180,576460752665826283,576460752720355641,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6248988807266304,EM,2024-07-14,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,8365 input,axon exits the volume rostrally,,0,0,576460752710808710,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6352646299451392,EM,2024-07-14,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8348,,growth cone after the midline,"axon complete, dendrites complete",576460752703474237,576460752697105949,576460752679146663,576460752719058653,motion_onset,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4776357172084736,EM,2024-05-07,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,8365 input,axon exits the volume rostrally,,0,0,576460752679153831,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6285689135038464,EM,2024-07-14,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5164,8365 input,growth cone at the midline,"axon complete, dendrites complete",576460752734987800,576460752698534417,576460752669092579,576460752676185104,motion_onset,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5359284466483200,EM,2024-07-14,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5167,3862 output,,"axon complete, dendrites complete",576460752672349365,576460752762064564,576460752718044704,576460752642751247,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5422397881581568,EM,2024-12-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6866,4548 output,,"axon complete, dendrites complete",576460752677686336,576460752640942801,576460752640093829,576460752580805247,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5335808077725696,EM,2024-08-23,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,4548 output,,"axon complete, dendrites incomplete",576460752708986062,576460752823806257,576460752683433670,576460752725530555,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5471179809751040,EM,2024-08-03,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,9276,4548 output,,"axon complete, dendrites complete",576460752681311362,576460752709010552,576460752747447417,576460752729355719,motion_onset,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6300308495925248,EM,2024-04-09,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5164,"4548 output, 8365 input",growth cone at the midline,"axon complete, dendrites complete",576460752734987800,576460752698534417,576460752669092579,576460752676185104,motion_onset,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5359284466483200,EM,2024-04-09,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,"9276 output, 4548 output",,"axon complete, dendrites incomplete",576460752685678166,576460752658920573,576460752704115541,576460752662314106,,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5028552878587904,EM,2024-07-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,4548 output,axon exits the volume caudally,"axon complete, dendrites incomplete",576460752734396184,576460752681426932,576460752637161070,576460752536873821,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4539893918203904,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,1308,4548 output,,"axon complete, dendrites complete",576460752695783265,576460752704964666,576460752665390629,576460752712632000,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5345451084611584,EM,2024-08-20,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,4548 output,,"axon incomplete, dendrites incomplete",576460752700424277,576460752734015015,576460752709139133,576460752706153684,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6645844842381312,EM,2024-08-20,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,4548 input,bilateral,"axon complete, dendrites incomplete",576460752677774474,576460752804227296,576460752735901313,576460752714461109,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4596570201784320,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,4548 input,axon exits the volume caudally,,0,0,576460752536873053,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6751980346146816,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,"4548 output, 4548 input",axon exits the volume caudally,"axon complete, dendrites incomplete",576460752734396184,576460752681426932,576460752637161070,576460752536873821,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4539893918203904,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,4548 input,axon exits the volume rostrally,,0,0,576460752704963130,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6277172785315840,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 output,cerebellar neuron,"axon complete, dendrites incomplete",576460752696039949,576460752730702883,576460752718170201,576460752627823451,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6519679134728192,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 output,"RoL1, R6, reticulospinal neuron, axon exits the volume caudally","axon complete, dendrites incomplete",576460752335453630,576460752685525563,576460752792960910,576460752603142149,myelinated,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5805111747018752,EM,2024-07-29,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 output,,"axon complete, dendrites incomplete",576460752659936709,576460752610676021,576460752729501452,576460752627824219,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4887480429969408,EM,2024-04-03,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,1252,2939 output,,"axon complete, dendrites incomplete",576460752488813678,576460752698539793,576460752743119893,576460752720355897,"noisy, little modulation",excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6736408103354368,EM,2024-07-19,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 output,,"axon complete, dendrites incomplete",576460752322564672,576460752536858461,576460752698540561,576460752665828587,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4683578454573056,EM,2024-07-19,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,"2939 output, 8500 output",bilateral,"axon complete, dendrites incomplete",576460752738669153,576460752610787544,576460752752520589,576460752612031814,,excitatory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5707815395000320,EM,2024-08-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally,"axon complete, dendrites incomplete",0,0,576460752733860548,0,,,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4861309449404416,EM,2024-04-03,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4967,2939 input,,"axon complete, dendrites complete",576460752748971661,576460752635155268,576460752654548271,576460752698444013,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6612079416967168,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally,,0,0,576460752651832232,0,,unknown,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4934999598956544,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 input,,"axon complete, dendrites incomplete",576460752685256099,576460752633478121,576460752707266075,576460752737157528,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5569701088329728,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 input,,"axon complete, dendrites incomplete",576460752685256099,576460752633478121,576460752707266075,576460752737157528,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5569701088329728,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 input,,"axon complete, dendrites incomplete",576460752685256099,576460752633478121,576460752707266075,576460752737157528,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5569701088329728,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 input,,"axon complete, dendrites incomplete",576460752730358055,576460752660783164,576460752700337244,576460752699882749,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5134134697525248,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,9978,2939 input,,"axon complete, dendrites complete",576460752680588674,576460752627812443,576460752738878561,576460752702904543,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5347962597146624,EM,2024-02-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,9978,2939 input,,"axon complete, dendrites complete",576460752680588674,576460752627812443,576460752738878561,576460752702904543,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5347962597146624,EM,2024-02-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,9978,2939 input,,"axon complete, dendrites complete",576460752680588674,576460752627812443,576460752738878561,576460752702904543,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5347962597146624,EM,2024-02-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5710,2939 input,,"axon complete, dendrites complete",576460752706158036,576460752536867421,576460752642196272,576460752627866459,"noisy, little modulation",excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6570945528463360,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,2939 input,axon exits the volume caudally,"axon complete, dendrites complete",576460752633499881,576460752720358457,576460752640945361,576460752704955194,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4855579194425344,EM,2024-07-21,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally,,0,0,576460752633498857,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6053222922846208,EM,2024-07-21,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume caudally,,0,0,576460752792961166,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5632987283587072,EM,2024-07-21,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally,,0,0,576460752743131925,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6095099457961984,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally and caudally,,0,0,576460752743132693,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5266106412433408,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally and caudally,,0,0,576460752714458805,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5569563568635904,EM,2024-07-21,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally,,0,0,576460752651477759,0,,unknown,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5175217639915520,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally,,0,0,576460752536867165,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5071415209361408,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume caudally,,0,0,576460752746250790,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5363459832152064,EM,2024-07-20,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axon,not functionally imaged,2939 input,axon exits the volume rostrally and caudally,,0,0,576460752671303303,0,,unknown,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6143180715065344,EM,2024-07-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5658,"8365 output, 6762 output",truncated at the midline,"axon complete, dendrites complete",576460752702421429,576460752640044421,576460752783283969,576460752642132272,motion_onset,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5769164654379008,EM,2024-04-09,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
